Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Data_value_unit,Data_value_type,LocationID,Geolocation
2014,AZ,Arizona,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11992,81.3,80.2,82.4,%,Age-adjusted Prevalence,4,"(34.86597028, -111.763811277)"
2014,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1111,21.5,19.6,23.3,%,Age-adjusted Prevalence,5,"(34.748650124, -92.274490743)"
2014,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4114,78.5,76.7,80.4,%,Age-adjusted Prevalence,5,"(34.748650124, -92.274490743)"
2014,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1317,13.1,12.3,14.0,%,Age-adjusted Prevalence,6,"(37.638640123, -120.999999538)"
2014,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7464,86.9,86.0,87.7,%,Age-adjusted Prevalence,6,"(37.638640123, -120.999999538)"
2014,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2301,16.9,16.1,17.7,%,Age-adjusted Prevalence,8,"(38.843840757, -106.133610921)"
2014,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11030,83.1,82.3,83.9,%,Age-adjusted Prevalence,8,"(38.843840757, -106.133610921)"
2014,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1440,18.2,16.9,19.5,%,Age-adjusted Prevalence,9,"(41.56266102, -72.649840952)"
2014,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6474,81.8,80.5,83.1,%,Age-adjusted Prevalence,9,"(41.56266102, -72.649840952)"
2014,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,802,18.3,16.4,20.1,%,Age-adjusted Prevalence,10,"(39.008830667, -75.577741168)"
2014,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3483,81.7,79.9,83.6,%,Age-adjusted Prevalence,10,"(39.008830667, -75.577741168)"
2014,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,664,18.1,16.1,20.2,%,Age-adjusted Prevalence,11,"(38.890371385, -77.031961127)"
2014,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3390,81.9,79.8,83.9,%,Age-adjusted Prevalence,11,"(38.890371385, -77.031961127)"
2014,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1640,15.9,14.9,17.0,%,Age-adjusted Prevalence,12,"(28.932040377, -81.928960539)"
2014,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8126,84.1,83.0,85.1,%,Age-adjusted Prevalence,12,"(28.932040377, -81.928960539)"
2014,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1243,18.1,16.8,19.4,%,Age-adjusted Prevalence,13,"(32.839681093, -83.627580346)"
2014,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5079,81.9,80.6,83.2,%,Age-adjusted Prevalence,13,"(32.839681093, -83.627580346)"
2014,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,216,8.9,7.3,10.6,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2014,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2290,91.1,89.4,92.7,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2014,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,924,10.7,9.7,11.7,%,Age-adjusted Prevalence,15,"(21.304850435, -157.857749403)"
2014,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6293,89.3,88.3,90.3,%,Age-adjusted Prevalence,15,"(21.304850435, -157.857749403)"
2014,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1117,19.6,18.0,21.2,%,Age-adjusted Prevalence,16,"(43.682630005, -114.363730042)"
2014,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4351,80.4,78.8,82.0,%,Age-adjusted Prevalence,16,"(43.682630005, -114.363730042)"
2014,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,820,16.6,15.2,18.1,%,Age-adjusted Prevalence,17,"(40.485010283, -88.997710178)"
2014,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4220,83.4,81.9,84.8,%,Age-adjusted Prevalence,17,"(40.485010283, -88.997710178)"
2014,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2323,20.8,19.7,21.9,%,Age-adjusted Prevalence,18,"(39.766910452, -86.149960194)"
2014,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9150,79.2,78.1,80.3,%,Age-adjusted Prevalence,18,"(39.766910452, -86.149960194)"
2014,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1460,18.9,17.7,20.2,%,Age-adjusted Prevalence,19,"(42.469400913, -93.816490556)"
2014,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6635,81.1,79.8,82.3,%,Age-adjusted Prevalence,19,"(42.469400913, -93.816490556)"
2014,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2589,18.6,17.7,19.4,%,Age-adjusted Prevalence,20,"(38.3477403, -98.200781227)"
2014,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11087,81.4,80.6,82.3,%,Age-adjusted Prevalence,20,"(38.3477403, -98.200781227)"
2014,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2627,23.9,22.4,25.4,%,Age-adjusted Prevalence,21,"(37.645970271, -84.774971048)"
2014,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8517,76.1,74.6,77.6,%,Age-adjusted Prevalence,21,"(37.645970271, -84.774971048)"
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1324,18.5,17.3,19.7,%,Age-adjusted Prevalence,22,"(31.312660644, -92.445680071)"
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5429,81.5,80.3,82.7,%,Age-adjusted Prevalence,22,"(31.312660644, -92.445680071)"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2074,24.2,22.7,25.6,%,Age-adjusted Prevalence,23,"(45.254228894001, -68.985031336)"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7020,75.8,74.4,77.3,%,Age-adjusted Prevalence,23,"(45.254228894001, -68.985031336)"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2197,15.9,14.7,17.2,%,Age-adjusted Prevalence,24,"(39.290580964, -76.609260111)"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10323,84.1,82.8,85.3,%,Age-adjusted Prevalence,24,"(39.290580964, -76.609260111)"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,3447,21.7,20.6,22.8,%,Age-adjusted Prevalence,25,"(42.27687047, -72.082690675)"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,12098,78.3,77.2,79.4,%,Age-adjusted Prevalence,25,"(42.27687047, -72.082690675)"
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1641,20.4,19.2,21.7,%,Age-adjusted Prevalence,26,"(44.661319543001, -84.71439027)"
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6798,79.6,78.3,80.8,%,Age-adjusted Prevalence,26,"(44.661319543001, -84.71439027)"
2014,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,3050,18.3,17.5,19.0,%,Age-adjusted Prevalence,27,"(46.355648736, -94.794200503)"
2014,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,13309,81.7,81.0,82.5,%,Age-adjusted Prevalence,27,"(46.355648736, -94.794200503)"
2014,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,814,19.8,18.0,21.6,%,Age-adjusted Prevalence,28,"(32.745510099, -89.538030825)"
2014,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3370,80.2,78.4,82.0,%,Age-adjusted Prevalence,28,"(32.745510099, -89.538030825)"
2014,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1501,21.9,20.3,23.4,%,Age-adjusted Prevalence,29,"(38.635790776, -92.566300053)"
2014,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5545,78.1,76.6,79.7,%,Age-adjusted Prevalence,29,"(38.635790776, -92.566300053)"
2014,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1464,20.6,19.1,22.1,%,Age-adjusted Prevalence,30,"(47.066528972, -109.424420645)"
2014,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5996,79.4,77.9,80.9,%,Age-adjusted Prevalence,30,"(47.066528972, -109.424420645)"
2014,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,3813,17.8,16.9,18.7,%,Age-adjusted Prevalence,31,"(41.641040988001, -99.365720623)"
2014,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,18533,82.2,81.3,83.1,%,Age-adjusted Prevalence,31,"(41.641040988001, -99.365720623)"
2014,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,658,15.8,13.9,17.7,%,Age-adjusted Prevalence,32,"(39.49324039, -117.071840564)"
2014,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3076,84.2,82.3,86.1,%,Age-adjusted Prevalence,32,"(39.49324039, -117.071840564)"
2014,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1293,21.7,19.9,23.4,%,Age-adjusted Prevalence,33,"(43.655950113, -71.50036092)"
2014,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4866,78.3,76.6,80.1,%,Age-adjusted Prevalence,33,"(43.655950113, -71.50036092)"
2014,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1878,13.1,12.2,14.0,%,Age-adjusted Prevalence,34,"(40.130570048, -74.273691288)"
2014,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11099,86.9,86.0,87.8,%,Age-adjusted Prevalence,34,"(40.130570048, -74.273691288)"
2014,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1833,21.0,19.6,22.4,%,Age-adjusted Prevalence,35,"(34.520880952, -106.240580985)"
2014,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7086,79.0,77.6,80.4,%,Age-adjusted Prevalence,35,"(34.520880952, -106.240580985)"
2014,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1128,15.7,14.6,16.9,%,Age-adjusted Prevalence,36,"(42.827001032, -75.543970427)"
2014,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5706,84.3,83.1,85.4,%,Age-adjusted Prevalence,36,"(42.827001032, -75.543970427)"
2014,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1430,18.8,17.7,19.9,%,Age-adjusted Prevalence,37,"(35.466220975, -79.159250463)"
2014,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5824,81.2,80.1,82.3,%,Age-adjusted Prevalence,37,"(35.466220975, -79.159250463)"
2014,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1200,17.3,15.9,18.8,%,Age-adjusted Prevalence,38,"(47.475319779, -100.118421049)"
2014,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6556,82.7,81.2,84.1,%,Age-adjusted Prevalence,38,"(47.475319779, -100.118421049)"
2014,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2289,21.1,19.7,22.5,%,Age-adjusted Prevalence,39,"(40.060210141, -82.404260056)"
2014,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8604,78.9,77.5,80.3,%,Age-adjusted Prevalence,39,"(40.060210141, -82.404260056)"
2014,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1874,21.7,20.5,22.9,%,Age-adjusted Prevalence,40,"(35.472031356, -97.521070214)"
2014,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6539,78.3,77.1,79.5,%,Age-adjusted Prevalence,40,"(35.472031356, -97.521070214)"
2014,OR,Oregon,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1268,24.1,22.5,25.8,%,Age-adjusted Prevalence,41,"(44.567449424, -120.155031326)"
2014,OR,Oregon,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3929,75.9,74.2,77.5,%,Age-adjusted Prevalence,41,"(44.567449424, -120.155031326)"
2014,PA,Pennsylvania,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2184,19.9,18.7,21.0,%,Age-adjusted Prevalence,42,"(40.793730152, -77.860700294)"
2014,PA,Pennsylvania,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8765,80.1,79.0,81.3,%,Age-adjusted Prevalence,42,"(40.793730152, -77.860700294)"
2014,PR,Puerto Rico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1184,17.9,16.7,19.1,%,Age-adjusted Prevalence,72,"(18.220833, -66.590149)"
2014,PR,Puerto Rico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4797,82.1,80.9,83.3,%,Age-adjusted Prevalence,72,"(18.220833, -66.590149)"
2014,RI,Rhode Island,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1343,20.7,19.1,22.3,%,Age-adjusted Prevalence,44,"(41.708280193, -71.522470314)"
2014,RI,Rhode Island,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5070,79.3,77.7,80.9,%,Age-adjusted Prevalence,44,"(41.708280193, -71.522470314)"
2014,SC,South Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2157,19.7,18.6,20.7,%,Age-adjusted Prevalence,45,"(33.998821303, -81.045371207)"
2014,SC,South Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8795,80.3,79.3,81.4,%,Age-adjusted Prevalence,45,"(33.998821303, -81.045371207)"
2014,SD,South Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1168,17.0,15.3,18.7,%,Age-adjusted Prevalence,46,"(44.353130053, -100.373530637)"
2014,SD,South Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6201,83.0,81.3,84.7,%,Age-adjusted Prevalence,46,"(44.353130053, -100.373530637)"
2014,TN,Tennessee,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1142,21.2,19.5,22.9,%,Age-adjusted Prevalence,47,"(35.68094058, -85.774490914)"
2014,TN,Tennessee,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3973,78.8,77.1,80.5,%,Age-adjusted Prevalence,47,"(35.68094058, -85.774490914)"
2014,TX,Texas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2588,14.5,13.6,15.4,%,Age-adjusted Prevalence,48,"(31.827240407, -99.426770206)"
2014,TX,Texas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,12755,85.5,84.6,86.4,%,Age-adjusted Prevalence,48,"(31.827240407, -99.426770206)"
2014,UT,Utah,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,3110,20.7,19.9,21.4,%,Age-adjusted Prevalence,49,"(39.360700171, -111.587130635)"
2014,UT,Utah,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11849,79.3,78.6,80.1,%,Age-adjusted Prevalence,49,"(39.360700171, -111.587130635)"
2014,VT,Vermont,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1428,22.1,20.8,23.5,%,Age-adjusted Prevalence,50,"(43.625381239, -72.517640791)"
2014,VT,Vermont,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5015,77.9,76.5,79.2,%,Age-adjusted Prevalence,50,"(43.625381239, -72.517640791)"
2014,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1660,17.4,16.3,18.5,%,Age-adjusted Prevalence,51,"(37.542680674, -78.457890463)"
2014,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7773,82.6,81.5,83.7,%,Age-adjusted Prevalence,51,"(37.542680674, -78.457890463)"
2014,WA,Washington,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2271,21.4,20.3,22.6,%,Age-adjusted Prevalence,53,"(47.522278629, -120.47001079)"
2014,WA,Washington,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7776,78.6,77.4,79.7,%,Age-adjusted Prevalence,53,"(47.522278629, -120.47001079)"
2014,WV,West Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1437,23.8,22.4,25.2,%,Age-adjusted Prevalence,54,"(38.665510202, -80.712640135)"
2014,WV,West Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4741,76.2,74.8,77.6,%,Age-adjusted Prevalence,54,"(38.665510202, -80.712640135)"
2014,WI,Wisconsin,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1149,16.9,15.5,18.3,%,Age-adjusted Prevalence,55,"(44.393191174, -89.816370742)"
2014,WI,Wisconsin,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5871,83.1,81.7,84.5,%,Age-adjusted Prevalence,55,"(44.393191174, -89.816370742)"
2014,WY,Wyoming,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1155,19.0,17.2,20.9,%,Age-adjusted Prevalence,56,"(43.235541343, -108.109830353)"
2014,WY,Wyoming,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5225,81.0,79.1,82.8,%,Age-adjusted Prevalence,56,"(43.235541343, -108.109830353)"
2015,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1813,22.0,20.7,23.3,%,Age-adjusted Prevalence,1,"(32.840571122, -86.631860762)"
2015,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6092,78.0,76.7,79.3,%,Age-adjusted Prevalence,1,"(32.840571122, -86.631860762)"
2015,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,570,15.8,13.8,17.8,%,Age-adjusted Prevalence,2,"(64.845079957001, -147.722059036)"
2015,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3065,84.2,82.2,86.2,%,Age-adjusted Prevalence,2,"(64.845079957001, -147.722059036)"
2015,AZ,Arizona,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1466,18.4,17.1,19.7,%,Age-adjusted Prevalence,4,"(34.86597028, -111.763811277)"
2015,AZ,Arizona,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6430,81.6,80.3,82.9,%,Age-adjusted Prevalence,4,"(34.86597028, -111.763811277)"
2015,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1071,23.6,21.4,25.8,%,Age-adjusted Prevalence,5,"(34.748650124, -92.274490743)"
2015,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4153,76.4,74.2,78.6,%,Age-adjusted Prevalence,5,"(34.748650124, -92.274490743)"
2015,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1855,12.8,12.1,13.5,%,Age-adjusted Prevalence,6,"(37.638640123, -120.999999538)"
2015,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10678,87.2,86.5,87.9,%,Age-adjusted Prevalence,6,"(37.638640123, -120.999999538)"
2015,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2514,19.3,18.2,20.4,%,Age-adjusted Prevalence,8,"(38.843840757, -106.133610921)"
2015,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10944,80.7,79.6,81.8,%,Age-adjusted Prevalence,8,"(38.843840757, -106.133610921)"
2015,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2191,17.6,16.5,18.7,%,Age-adjusted Prevalence,9,"(41.56266102, -72.649840952)"
2015,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9642,82.4,81.3,83.5,%,Age-adjusted Prevalence,9,"(41.56266102, -72.649840952)"
2015,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,718,17.9,16.0,19.8,%,Age-adjusted Prevalence,10,"(39.008830667, -75.577741168)"
2015,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3326,82.1,80.2,84.0,%,Age-adjusted Prevalence,10,"(39.008830667, -75.577741168)"
2015,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,685,18.1,15.8,20.4,%,Age-adjusted Prevalence,11,"(38.890371385, -77.031961127)"
2015,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3281,81.9,79.6,84.2,%,Age-adjusted Prevalence,11,"(38.890371385, -77.031961127)"
2015,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1656,16.3,15.1,17.5,%,Age-adjusted Prevalence,12,"(28.932040377, -81.928960539)"
2015,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8034,83.7,82.5,84.9,%,Age-adjusted Prevalence,12,"(28.932040377, -81.928960539)"
2015,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,923,18.2,16.6,19.8,%,Age-adjusted Prevalence,13,"(32.839681093, -83.627580346)"
2015,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3731,81.8,80.2,83.4,%,Age-adjusted Prevalence,13,"(32.839681093, -83.627580346)"
2015,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,137,9.6,7.3,11.9,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2015,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1523,90.4,88.1,92.7,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2015,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,908,11.7,10.6,12.8,%,Age-adjusted Prevalence,15,"(21.304850435, -157.857749403)"
2015,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6229,88.3,87.2,89.4,%,Age-adjusted Prevalence,15,"(21.304850435, -157.857749403)"
2015,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1150,19.8,18.2,21.4,%,Age-adjusted Prevalence,16,"(43.682630005, -114.363730042)"
2015,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4622,80.2,78.6,81.8,%,Age-adjusted Prevalence,16,"(43.682630005, -114.363730042)"
2015,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,853,15.4,14.0,16.7,%,Age-adjusted Prevalence,17,"(40.485010283, -88.997710178)"
2015,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4427,84.6,83.3,86.0,%,Age-adjusted Prevalence,17,"(40.485010283, -88.997710178)"
2015,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1194,20.5,18.8,22.2,%,Age-adjusted Prevalence,18,"(39.766910452, -86.149960194)"
2015,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4852,79.5,77.8,81.2,%,Age-adjusted Prevalence,18,"(39.766910452, -86.149960194)"
2015,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1136,19.5,18.0,20.9,%,Age-adjusted Prevalence,19,"(42.469400913, -93.816490556)"
2015,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5071,80.5,79.1,82.0,%,Age-adjusted Prevalence,19,"(42.469400913, -93.816490556)"
2015,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,4472,19.5,18.8,20.2,%,Age-adjusted Prevalence,20,"(38.3477403, -98.200781227)"
2015,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,18667,80.5,79.8,81.2,%,Age-adjusted Prevalence,20,"(38.3477403, -98.200781227)"
2015,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1666,18.6,17.1,20.0,%,Age-adjusted Prevalence,21,"(37.645970271, -84.774971048)"
2015,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7105,81.4,80.0,82.9,%,Age-adjusted Prevalence,21,"(37.645970271, -84.774971048)"
2015,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,979,19.9,18.4,21.5,%,Age-adjusted Prevalence,22,"(31.312660644, -92.445680071)"
2015,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3713,80.1,78.5,81.6,%,Age-adjusted Prevalence,22,"(31.312660644, -92.445680071)"
2015,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2046,24.9,23.3,26.5,%,Age-adjusted Prevalence,23,"(45.254228894001, -68.985031336)"
2015,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6986,75.1,73.5,76.7,%,Age-adjusted Prevalence,23,"(45.254228894001, -68.985031336)"
2015,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2235,16.3,14.9,17.8,%,Age-adjusted Prevalence,24,"(39.290580964, -76.609260111)"
2015,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10299,83.7,82.2,85.1,%,Age-adjusted Prevalence,24,"(39.290580964, -76.609260111)"
2015,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2017,20.9,19.7,22.1,%,Age-adjusted Prevalence,25,"(42.27687047, -72.082690675)"
2015,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7216,79.1,77.9,80.3,%,Age-adjusted Prevalence,25,"(42.27687047, -72.082690675)"
2015,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1733,19.7,18.6,20.8,%,Age-adjusted Prevalence,26,"(44.661319543001, -84.71439027)"
2015,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7158,80.3,79.2,81.4,%,Age-adjusted Prevalence,26,"(44.661319543001, -84.71439027)"
